Source,Target,Jumlah Interaksi
defrihzikra,ilnagami,1.0
definitelybila,caramelleah,1.0
deeryongs_,corryln_,1.0
deellyyn_,subschfess,1.0
deearbby,mayjeweis,1.0
dedeuk,convomf,1.0
dedekwoopy,__ollivern,1.0
desi138_,sbmptnfess,1.0
deskiafp,chifuyuwaifu,1.0
deskiafp,schfess,1.0
destiactrr,azaleyyaa,1.0
dian_renataa,90storyfair,1.0
dhownzy,convomf,1.0
dhitayulfina,arcturuxx,1.0
dhiapakeh,zenius_oliv,1.0
dhaver12,subschfess,1.0
dhaniharye,ambisfs,1.0
dfi_al,sbmptnfess,1.0
dewimurari2,yapengenngambis,1.0
dewimurari2,smkfess,1.0
dewimurari2,convomf,1.0
dewiles40958597,utbkfess,1.0
detavyx,schfess,1.0
desvianorita1,zaastudiee,1.0
desvianorita1,schfess,1.0
desvianorita1,pisanggnuggett,1.0
deasanasya,subschfess,1.0
deact1ve,sabdaps,1.0
dian_renataa,aisshmeee,1.0
damkkyunim,luvasaaa,1.0
dannyordinary,bulgos7chill,1.0
dankematian,schfess,1.0
daniakusuma5,onebeauty_id,1.0
dancergagal,trsnakyong,1.0
dan_amercn0,ashap0011__,1.0
damsbaan,infotwitwor_,1.0
damnvinci,yedamieudami,1.0
daisie88,bundamie,1.0
deaaolalala,ambisfs,1.0
dailyxhitpost,englishfess_,1.0
dailybluwie,snoowsoob,1.0
daiiyperkedel,convomf,1.0
d1nosauruss,nuancesize,1.0
d1nosauruss,kookstillbby,1.0
d0yuniverse,paniijjekhyuk,1.0
cywaippp,treasuremembers,1.0
dannysist,mtiatrsr,1.0
dansedansee,sharon_zenius,1.0
darknessfourr,flyingkucing,1.0
darkpoetry10,ambisfs,1.0
de_pi,liilyyaaa,1.0
ddwonu,ambisfs,1.0
ddreamchil,ihugnajae,1.0
ddoraex,schfess,1.0
ddongkung,sahiarthur_,1.0
ddeongwush,momotanwelo,1.0
ddeongwush,chercheeri,1.0
ddedevilsh,justjustinpark,1.0
dayxu8_,homerunballcola,1.0
dayszik,ambisfs,1.0
daviddskm,tetehcarat,1.0
daveesjar,subschfess,1.0
dat131bi,ambisfs,1.0
dat00slove,kerelllen,1.0
darqolate,lovestozad,1.0
dian_renataa,abynaa_,1.0
dian_renataa,alwayshine_id,1.0
dindalith,tuanjaehyun,1.0
dian_renataa,softiluu,1.0
dian_renataa,undipmenfess,1.0
dian_renataa,sygfess,1.0
dian_renataa,summerrrrbreeze,1.0
dian_renataa,studyfay,1.0
dian_renataa,studyew,1.0
dian_renataa,strwbhyunie,1.0
dian_renataa,sprinklybilly,1.0
dian_renataa,shuustudyy,1.0
dian_renataa,onlyziai,1.0
dian_renataa,shotahro,1.0
dian_renataa,shortchees,1.0
dian_renataa,shoonganteng,1.0
dian_renataa,rtaehyungx,1.0
dian_renataa,reyshax,1.0
dian_renataa,pinkiesgrush,1.0
dian_renataa,pfrkjimin,1.0
dian_renataa,urmidnightlov3,1.0
dian_renataa,vvanstud,1.0
dian_renataa,withhaechan,1.0
dian_renataa,xandergonn,1.0
dinasumirah1,ambisfs,1.0
dinasigoreng,peachyeuuu,1.0
dinanglee,mrialnlm,1.0
dimdimiii,suunnly,1.0
dimdamzz,sabdaps,1.0
dimashtr_,randaachmads,1.0
dilaarighthere,milkyujji,1.0
diegofrgc,cristian_rarg,1.0
didodiei,schfess,1.0
diddiepost,misellia_,1.0
dianachuu,o1asa,1.0
dian_renataa,zyddyy,1.0
dian_renataa,yuppygummie,1.0
dian_renataa,yakjdaee,1.0
dian_renataa,y6kisoba,1.0
dian_renataa,peajchriy,1.0
dian_renataa,numdeysix,1.0
dian_renataa,andhikaremario,1.0
dian_renataa,buttexrflies,1.0
dian_renataa,explystrry,1.0
dian_renataa,cutiecsan,1.0
dian_renataa,collegefs,1.0
dian_renataa,cluvjeno,1.0
dian_renataa,cloudysroom,1.0
dian_renataa,clipschv,1.0
dian_renataa,chuyongiee,1.0
dian_renataa,bucinnonnie,1.0
dian_renataa,naksgapyear,1.0
dian_renataa,beachylcve,1.0
dian_renataa,bbluetaehyg,1.0
dian_renataa,azurestdy,1.0
dian_renataa,athambiside,1.0
dian_renataa,aryndaaa_,1.0
dian_renataa,araaajn,1.0
dian_renataa,anissa_junia,1.0
dian_renataa,febbyiolla,1.0
dian_renataa,habisambis,1.0
dian_renataa,hjsl0ve,1.0
dian_renataa,ireumanjungkoo,1.0
dian_renataa,naddttoday,1.0
dian_renataa,mynanaem,1.0
dian_renataa,miartabak,1.0
dian_renataa,malfoybabies,1.0
dian_renataa,loyoest,1.0
dian_renataa,lilithvee_,1.0
dian_renataa,leyafseo,1.0
dian_renataa,leefxelix,1.0
dian_renataa,kyoptana,1.0
dian_renataa,kanaquiet,1.0
dian_renataa,justzinkadairy,1.0
dian_renataa,jjllois,1.0
dian_renataa,jimindipiety,1.0
dian_renataa,jichanxm,1.0
dian_renataa,jaemiiniieee,1.0
borjuisociety,coeursea,1.0
bolpoinw,stanmenfess,1.0
lalamayla_,schfess,1.0
akutiaya,ambisfs,1.0
alchemillaes,schfess,1.0
alchemillaes,rziyoungg,1.0
alchemillaes,nrlia_a,1.0
alchemillaes,leviheijo,1.0
alansyah2021,ambisfs,1.0
alam_suro,ambisfs,1.0
akuuuuuuily,vychologist,1.0
akutaurifky,luvinfaisy,1.0
akunyolot,bertanyarl,1.0
akutaurifky,azijik,1.0
akusyngdoraemon,cocooteee,1.0
akusukakartun,kocengngepet,1.0
akustickman,ambisfs,1.0
akuseorangfans2,twt_ho,1.0
akuseorangfans2,bertanyarl,1.0
akureliliscaloh,subschfess,1.0
alchemillaes,sygfess,1.0
alchemillaes,tyrexbacot,1.0
alchemillaes,viananay1,1.0
alchemillaes,yobisayo5,1.0
alluireme,schfess,1.0
allouttrick,subschfess,1.0
alloeverea,brwniesz,1.0
alletsacc,luckeenreech,1.0
alkqhol,unreoal,1.0
aljeannie_,subschfess,1.0
aljeannie_,ambisfs,1.0
aliyyonggs,sabdaps,1.0
aliyyonggs,kalkulus1a,1.0
aliyachll,schfess,1.0
alfyund,swidays7,1.0
alfianameylisa,imanusman,1.0
alfianameylisa,ci_opy,1.0
alfanda_14,dowoonderfull,1.0
alealeextrajos,ambisfs,1.0
akureliliscaloh,ambisfs,1.0
akunsatunyaa,tmustikarina,1.0
allyouneedme,ambisfs,1.0
aisshmeee,ambisfs,1.0
aiurskiesss,hiakualuna,1.0
aiursj1hoon,skiesgrls,1.0
aiursj1hoon,pr3ttysavageee,1.0
aiursj1hoon,dueqlyy,1.0
aiurs_j,its_bayb,1.0
aiurlovers,kyuities,1.0
aiurawr,treasuremenfess,1.0
aishksoodo,ddaekhyunsooxz,1.0
akunperjuangani,sbmptnfess,1.0
aiseeeya,subschfess,1.0
aini_ist,schfess,1.0
aingelicia,wjd2npark_,1.0
aingelicia,jongusaurus,1.0
aimamamia,ibubaubiskuit,1.0
ailuvmaself_,imcookiess,1.0
ailofmalyfe,nyeondy,1.0
aiyyyz,hynsuktiny,1.0
aj3_n0,errichoco,1.0
ajelyabavissa,yoripioangln_,1.0
ajiaji032,pshstudy,1.0
akunnyaaca,sbmptnfess,1.0
akunbantukamu,subschfess,1.0
akunbantukamu,saasaayy,1.0
akunbantukamu,parefess,1.0
akunbantukamu,ghifarhilmi,1.0
akunbantukamu,doyitae,1.0
akunbantukamu,aoengers,1.0
akunbantukamu,alonevrydy,1.0
akunambisnad27,geofary_a,1.0
akumntansi,schfess,1.0
akumntansi,badgenius38,1.0
akuambisswoyyy,schfess,1.0
akbar__kun,askrlfess,1.0
ajustforanya,makeuvilm,1.0
ajunsann,baydayone7,1.0
allyaazara,schfess,1.0
almiraclara2,moonspresso,1.0
aigoojh,trexsur,1.0
anak___gembala,bucincimolll,1.0
andez_c_f,partaisocmed,1.0
ancoraimparo___,annisahumairap,1.0
anazureine,schfess,1.0
anazureine,sbmptnfess,1.0
anandia182,schfess,1.0
anamambis22,sbmptnfess,1.0
anakpakades,ambisfs,1.0
amxsouta,numpanghidup13,1.0
amersyu_,schfess,1.0
amsterdamlaf,utbkfess,1.0
amsterdamlaf,remostra,1.0
amsterdamlaf,cursedkidd,1.0
amourksw,h9o3n,1.0
amortenntia,schfess,1.0
amllrrhm,misellia_,1.0
amileahyuhuy,ambisfs,1.0
andikaprayogo17,gapyearfess,1.0
andrigunardiii,azijik,1.0
anerakeu,ambisfs,1.0
angelinetrima,ambishbz,1.0
angelinetrima,ursaturnss,1.0
angelinetrima,uncukkkkk,1.0
angelinetrima,tayaaleka,1.0
angelinetrima,selbieya,1.0
angelinetrima,q58fs,1.0
angelinetrima,natapmasadepan,1.0
angelinetrima,kyawoocute,1.0
angelinetrima,justnoona12,1.0
angelinetrima,inside00gyu,1.0
angelinetrima,impcrfectly,1.0
angelinetrima,haecassia,1.0
angelinetrima,flfytha,1.0
angelinetrima,duma303,1.0
angelinetrima,dansedansee,1.0
angelinetrima,anissukamanis,1.0
amethystcil,halfpha,1.0
americano8sh0t,ametakira,1.0
almondmilkies,cursedkidd,1.0
am0yie,subschfess,1.0
ambisakunui,kasur80juta,1.0
ambisakunui,ethereuale,1.0
ambiezallday,studyyarea,1.0
ambiessszzz,ambisfs,1.0
amazinkkkppl,subschfess,1.0
amandadeaa_,zatakkdvl,1.0
amairararara,schfess,1.0
am0licano,jaeminnuaing,1.0
amelyafp1,moonanic,1.0
alyeolmae,schfess,1.0
alyawkwkwk,afaqihaa_,1.0
alvinbaj,iwuffyouuuuu,1.0
alvinbaj,babyavocuddle,1.0
alvernim,richslacker,1.0
alonevrydy,schfess,1.0
almondscrepie,paniijjekhyuk,1.0
ambisbesok,sabdaps,1.0
ambisfebui2022,subschfess,1.0
ambiskuu,hmzhfzn,1.0
ambisliciouss,humancarrot_,1.0
amelyafp1,ayraprpl,1.0
ambverss,likamarkeu,1.0
ambverss,jisoooap,1.0
ambverss,devliaon,1.0
ambverss,chanshuh,1.0
ambverss,aurellovee,1.0
ambizeee,http4le,1.0
ambitiounman,sbmptnfess,1.0
ambistidurr,utbkfess,1.0
ambissutbk22,subschfess,1.0
ambisstudd,cluvdiigirl,1.0
ambisssaaa,billah_bambu,1.0
ambisssaaa,atypicali,1.0
ambisss1,subschfess,1.0
ambispgnfk,schfess,1.0
aikylee_,chill7ae,1.0
ahnrichan,iniakunmulfand,1.0
angelyxc1,fk22amin,1.0
7ohmyice,pacarjaemln,1.0
99oosebumps,subschfess,1.0
99oosebumps,ambisfs,1.0
999999lina,forskyblue_,1.0
97washere,convomf,1.0
90schan_,schfess,1.0
8ccola,student_fess,1.0
7orupiah,sbmptnfess,1.0
7k_yoshi,schfess,1.0
7chillboo,imanusman,1.0
7k_yoshi,ambisfs,1.0
7hyvnsuk,myidoy,1.0
7choina,hmdjky,1.0
7chillskies__,adeknyaajun,1.0
7chillnoona,oraange_candy,1.0
7chilleader,purplejihoon,1.0
7chillboo,t12ida,1.0
____meenn,schfess,1.0
___jeslynn,sbmptnfess,1.0
___jeslynn,schfess,1.0
___jeslynn,subschfess,1.0
_junkyunim,takata_macio,1.0
_hyoons,hmdjky,1.0
_dxlsd,sabdaps,1.0
_dvnthyng,pockyaddictttt,1.0
_darkhorse666,fwbess,1.0
_clarastorm_,aufambis,1.0
_chillinkei7,parkjwoooo,1.0
_anxxh,ambisfs,1.0
_am4x_,malecca,1.0
__virago__,namseinugu,1.0
__shevaa,subschfess,1.0
__jeong_jaehyun,hi_asa20,1.0
__ishka,subschfess,1.0
__ishka,ambisfs,1.0
___jeslynn,utbkfess,1.0
7chillboo,nsy191,1.0
7chillboo,bulgos7chill,1.0
_lunar25_,curlytaetae,1.0
1010_bigwin,langitrtv,1.0
17o74,chzyfrap,1.0
14xxhrt,im__renaa,1.0
131wqtanabe__,sukkiegirl,1.0
131_aim_,wigglybxngtan,1.0
127zenlvoe,subschfess,1.0
121yoshinori,yoshivity,1.0
1204s0s,pillowyarna,1.0
0x1sungh00n,placeambis,1.0
7chillboo,asaaa_truz,1.0
0x1jnkyu,mintchokoo_,1.0
0rangsuccess,sbmptnfess,1.0
0ob_j09,hmdjky,1.0
0nyour_fullsun,sfserig0m,1.0
09yjm,zenambis,1.0
06_lhcxy,yaelahandrae,1.0
0214oe,saffajourney,1.0
1975nk,subschfess,1.0
1999chyunsuk,hjwntbe4,1.0
1navihd,schfess,1.0
2021jdmaba,sbmptnfess,1.0
7chill88,lonelyplace88,1.0
7chill88,bbbluelion,1.0
4thgenitboyjun,subeeobin,1.0
4junkyu,ye_deedam,1.0
2iseine,kyliekim28,1.0
29bniz,utbkfess,1.0
24sheesh,pxercys,1.0
24365withj,yojiharu,1.0
22_soshum,bertanyarl,1.0
21otwngambis,nurbaeni20,1.0
21o479chs,treasureunionid,1.0
20xahi,treasuremembers,1.0
2022camaba,schfess,1.0
2022camaba,prkdlx,1.0
2022akpol,bilasukabelajar,1.0
_karashaa,knjsbrain,1.0
_lunar25_,sbmptnfess,1.0
ahmadzubb,ambisfs,1.0
adoremiyas,dainchou,1.0
aesthusias,tuanjaehyun,1.0
aestheshal,schcampus,1.0
aeranaa,obsidiaine,1.0
aegicheetahlee,zipyysev,1.0
adyiaar,sbmptnfess,1.0
adriana_rum,studyfaaaa,1.0
adorutoable,annyeonghazeyan,1.0
adorejimsoo,roseanewhite,1.0
adeoxxtxs,parisuburbs,1.0
adoracale,cipuyh,1.0
adjifir63639005,subschfess,1.0
adjifir63639005,sheaskyyy,1.0
adjifir63639005,piyaknini,1.0
aditvds,ayaiktobing,1.0
adindakyuti,historiye,1.0
adindadinduy,sbmptnfess,1.0
aesthusias,yooo__shinori,1.0
affodils,kyuchanvr,1.0
affodils,sbmptnfess,1.0
affodils,schfess,1.0
ahmadhafidzs,dark_sky_walker,1.0
ahmaddann1,ambisfs,1.0
ahjummanyatrejo,jual_kupon_tta,1.0
ahdwik__,hali_halaa,1.0
aguskusuma110,wicaksanaas,1.0
aguskusuma110,anakibubapak2,1.0
agungstyngrh,stanmenfess,1.0
agungri33193124,subschfess,1.0
agungri33193124,anaisbenana,1.0
agracelly,schfess,1.0
aglpln1,schfess,1.0
agismaulana_,hhhhhaikamu,1.0
againteume,ci_opy,1.0
afprodit,piwchicks,1.0
afnesfisnanda3,fagyumi,1.0
adillahwld,siwonchoi,1.0
adeoxxtxs,biianzdn,1.0
_nocturnalism,goldenmilestone,1.0
a_vollezon,ambisfs,1.0
aan_hann,ambisfs,1.0
aamiinpsikologi,willbeokay22,1.0
aajaehyunie,misellia_,1.0
aahilsty,schfess,1.0
aagoyoga,sbmptnfess,1.0
aaajyya,schfess,1.0
aaaanonyymouss,ruanggalau_id,1.0
a_sochaa,ambisfs,1.0
addicttophysics,schfess,1.0
_yoshi1505,7chilleader,1.0
_sweetdoyoung,watanabaeruru,1.0
_swaggchill,rut0w0rld_,1.0
_shimmeringstar,carrenut1,1.0
_sellaturcica_,hikmamen,1.0
_scenerys,sabdaps,1.0
_nrlailaarh,sbmptnfess,1.0
abcaeca,fiersabesari,1.0
abccccika,schfess,1.0
abcdefaizaziz,sbmptnfess,1.0
abcdefglsya,dontfhanique,1.0
adaicaa,berjualanfess,1.0
adaajeyekan,schfess,1.0
achmadfajar_p,nuhisiryi,1.0
achacld,hmdjky,1.0
accnnd,ambisfs,1.0
acciostoreofc,ssophrosynee,1.0
acciostoreofc,bertanyarl,1.0
accioiiviaa,cittairlanie,1.0
acaaja__,misellia_,1.0
abowlofhygeia,ambisfs,1.0
abilambis,syifakyung,1.0
abhin54112978,sbmptnfess,1.0
abcutie_,ambisfs,1.0
abcdreaam,schfess,1.0
abcdheyaa,subschfess,1.0
angelinetrima,utbkfess,1.0
anggitarchive,momonih,1.0
bocilnihbos,bertanyarl,1.0
bduong243,mnetkr,1.0
begatdang,zenutella,1.0
beetchytrinity,rasberia,1.0
bebeknyajisung,ambisfs,1.0
bebek738,ambisfs,1.0
bebasdaritmnrl,sbmptnfess,1.0
beautiesoull,bertanyarl,1.0
bealajar,felstudypage,1.0
bcsyoucan,subschfess,1.0
bataraputra02,sbyfess,1.0
bbykjh_,treasurebabble,1.0
bbyjunkyu_,imanusman,1.0
bbumxy,rut0w0rld_,1.0
bbstrawberry25,schfess,1.0
bbovna,jennlexdg,1.0
bbbluelion,teunicid131,1.0
bbangmintonn,jihyeongsanim,1.0
bekasisupremacy,r4bbiiit,1.0
belajardong_,itsmechelllllll,1.0
belajarhey,utbkfess,1.0
belajarkui,ambisfs,1.0
biayharu131,junkyumyy,1.0
biancallysta_,schfess,1.0
bewryblu3skrrr,nctzenbase,1.0
betterpageofsaa,tiavintia,1.0
bestjpboy,bang_garr,1.0
beruntungaja,ambisfs,1.0
berprosess_,itsmechelllllll,1.0
berkelanalah_,ambisfs,1.0
berangcutttt,schfess,1.0
beqi05,dokyurii,1.0
beolkucing,utbkfess,1.0
bellahmae_,seiirenedipity,1.0
beliziopayne,mariambisbrg,1.0
believinmine,itsmekirena,1.0
beliblidotkom,treasurebabble,1.0
batsryd,rabiaedra,1.0
bas0goreng,r4bbiiit,1.0
bibaterflai,subschfess,1.0
babysahiwoo,7chillboo,1.0
badp3ople,schfess,1.0
badp3ople,duniadatar,1.0
badp3ople,aracarbonaraa,1.0
backtomeyay,sabdaps,1.0
babysince2001,doobieduya,1.0
babysahiwoo,treasuremenfess,1.0
babysahiwoo,teuverse_id,1.0
babyonta26,subschfess,1.0
barranarendra1,subschfess,1.0
babyllaruto,jwooschine,1.0
babyllaruto,iamuti_,1.0
babyllaruto,chuu_dobby1204,1.0
babyjaeruto,seaxwed,1.0
babyfirorial,ambisfs,1.0
baby0c_jjang,jeongwooxharuto,1.0
babigurlsss,sayaadatugas,1.0
badp3ople,subschfess,1.0
baealiel,schfess,1.0
baeina2,jogmfs,1.0
baekhyvna,jaewkids,1.0
banqkrut,r4bbiiit,1.0
bangvtan,ambisfs,1.0
bangtanlves,taekooksmochie,1.0
bandungnie,nirinavvina,1.0
bandottp,subschfess,1.0
bandalbae102,fioviall,1.0
banaspatidingin,aammmmaarrrr,1.0
banannauyu,subschfess,1.0
bamtory2,akukarmaloh,1.0
balsemgoreng,subschfess,1.0
bagasspra,herlamban666,1.0
baestudyy,jaeminstudy,1.0
baerinayoo,subschfess,1.0
baeridayy_,myluvjeongwooo,1.0
baekieexohyun77,__wulwiddd,1.0
bibaterflai,ambisfs,1.0
bibblefly,shlghtsun,1.0
b1ntang0rion,sbmptnfess,1.0
blucchis,bertanyarl,1.0
bluemingjoy,hyuniverse___,1.0
bluelowsh,schfess,1.0
bluelmnd,schfess,1.0
blueewyy,schfess,1.0
blueemarble,schfess,1.0
blueebies,subschfess,1.0
blueberryih,ambisfs,1.0
bljr30mnit1hari,schfess,1.0
bjyxxxxx20,subschfess,1.0
bljr30mnit1hari,sbmptnfess,1.0
blacxskieswan,paniijjekhyuk,1.0
blacxskieswan,p0d0ng,1.0
blacksweetieezz,rnalsr,1.0
blackswankyle,subschfess,1.0
blackmantaaa,sbmptnfess,1.0
blackmantaaa,rifaa_fitria,1.0
bluesclera_,justjustinpark,1.0
blueshintarou,sunnshinw,1.0
blueyezyz,honeylitdafire,1.0
bluonyourm_,sbmptnfess,1.0
bocilmakji,purplishdaisy,1.0
bocilbodo,sbmptnfess,1.0
bocil_kwangya,prythalizee,1.0
bobsuk_,nisshal3,1.0
bobll_,sweettaeev,1.0
bobarlgrs,schfess,1.0
boba_bubbles,auroraakim_,1.0
bnxamilkoo,lyuvjigguk,1.0
bnauree,vitamiiinc_,1.0
bnauree,gabysatidur,1.0
bnauree,asyaralanyar,1.0
bnauree,1975nk,1.0
blxndthematcha,winterpocas,1.0
bluwberiy,puttrrrri,1.0
bluveriz,suckspears,1.0
blackharu_s,ufiiill,1.0
bizuraee,pppaisedon,1.0
bibigohoonie,convomf,1.0
bintangpaws,subschfess,1.0
bismillahbisaye,schfess,1.0
biskuitimtam,zenius14,1.0
bisayugbisa_,subschfess,1.0
bisayugbisa_,ambisfs,1.0
birulangitceria,parkjwoooo,1.0
biokatalis,himmelunderde_,1.0
bintanngggaja,xcreddkanaartha,1.0
bintangpaws,ambisfs,1.0
biyeldaily,convomf,1.0
billie__sky,mabauiaamiin,1.0
billakun67,treasuremembers,1.0
bilas88,bulgos7chill,1.0
biiruuuuu,schfess,1.0
bigwinyu,schfess,1.0
bigwinnkuy,ezclipzieee,1.0
biblelondon,damiisdemigod,1.0
bitnaridaisy,ambisfs,1.0
bitnaridaisy,subschfess,1.0
bittercaramelz,eseivieijii,1.0
bitterlo_ve,ambisfs,1.0
biwiichuu,lee_manggo,1.0
biubiuuii,ambisfs,1.0
bitterlo_ve,zkdhyuck,1.0
bitterlo_ve,youthstudentss,1.0
bitterlo_ve,syugarboo,1.0
bitterlo_ve,sbmptnfess,1.0
bitterlo_ve,nasbisayuk,1.0
bitterlo_ve,liaajthor,1.0
bitterlo_ve,journalbea,1.0
bitterlo_ve,jaeranafav,1.0
bitterlo_ve,heartnotebyme,1.0
bitterlo_ve,febbyiolla,1.0
bitterlo_ve,delightfulcute,1.0
bitterlo_ve,dear_blueskies,1.0
bitterlo_ve,ddonghyuklee,1.0
babeenisuk,treasuremembers,1.0
b0kepindo,r4bbiiit,1.0
angkel_mutu,sbmptnfess,1.0
argelicst,kimikimikokobop,1.0
arloaddict,schfess,1.0
arkxnk,miniematrix,1.0
arisetiaaww,ambisfs,1.0
arinywwww,schfess,1.0
arimchauw,subschfess,1.0
arimchauw,ambisfs,1.0
arieframadhanm,bunibucing,1.0
arfeenzeo,sshutall,1.0
aqilla_qiranni,orxx18,1.0
aresvvv,subschfess,1.0
aresvvv,schfess,1.0
arenbellena,madubenkyou,1.0
archiv8ste,convomfs,1.0
archiena_,kimdokjaist,1.0
aqilla_qiranni,studyfaaaa,1.0
aqilla_qiranni,smkfess,1.0
arnggives,aishaviadini,1.0
arrazirafi,sabdaps,1.0
arshjch,schfess,1.0
arsyubvs,ambisfs,1.0
asahiwifes,pjeongwoo12,1.0
asahismile_,forskyblue_,1.0
asahippo,kimkyu991,1.0
asahihelix,lyaaaalee,1.0
asahihamasa,heeseunbg,1.0
asahiaja,rutoyaaa_w,1.0
asahiaja,hiakualuna,1.0
asaheeluv,jeongw00_,1.0
asah0yyy_,ban9yedam_,1.0
aruufilpe,midheavenn_,1.0
arunaaa_,areajulid,1.0
arummadunicey,tubirfess,1.0
arummadunicey,adambrotowijono,1.0
artlerto,soumetsuu,1.0
artemivess,hyemhyeemu,1.0
aqilla_qiranni,serizawaaaaaah,1.0
aqilla_qiranni,maharaninuzula,1.0
asathurr,teumesprnti,1.0
annye0ngshiho,yoyoshiteru,1.0
anyasllbenar,evanescenzt,1.0
anyaamentha,schfess,1.0
anyaacube,ontinyawagyu,1.0
anthophiile,bertanyarl,1.0
ansahi3,yyhcmr_,1.0
ansahi3,kucintatreasure,1.0
ansahi3,asahiexxx,1.0
anneyaii,ambisfs,1.0
aqilla_qiranni,koderuangguru,1.0
annayyaii,ambisfs,1.0
anisa01248323,bertanyarl,1.0
anirumedelweiss,cattleyapulchra,1.0
anindixy,jevousvois0,1.0
anindixy,jeongwo0xharut0,1.0
anightthinker_,schfess,1.0
aniesbaswaras,sbmptnfess,1.0
aourly,lecbah,1.0
apadalamhati,subschfess,1.0
apalo_cari2gw,schfess,1.0
apeach_jeno,hcmkjn,1.0
aqilla_qiranni,hhazelkim,1.0
aqilla_qiranni,gapyearfess,1.0
aqilla_qiranni,gabs_indrawan,1.0
aqilla_qiranni,ftrrchn,1.0
aqilla_qiranni,flfytha,1.0
aqilla_qiranni,enpapillon,1.0
aqilla_qiranni,diannfrd,1.0
aqilla_qiranni,clarissajournal,1.0
aqilla_qiranni,bakeehyun,1.0
aqilla_qiranni,1975files,1.0
apriliaekadmynt,sbmptnfess,1.0
apotetow,prfctangell,1.0
aposthropepp,shihodeyy,1.0
aphrrdt,rnaa_08,1.0
apfytn,hiyifa,1.0
asathurr,rut0w0rld_,1.0
asdfghaidar,notevenprettyy,1.0
azzahra_ditaaa,subschfess,1.0
awkirdnac,ambisfs,1.0
aychae_,bulgos7chill,1.0
ayayayanaon,sabdaps,1.0
ayangiesicheng,raluey,1.0
ayamras,ambisfs,1.0
ay47154314,subschfess,1.0
awrllll,studybooster1,1.0
awngantukbanget,schfess,1.0
awjaybcutie,monobuns,1.0
avomilk3,treasuremembers,1.0
awesomekyung4,sbmptnfess,1.0
awembis,ambisfs,1.0
awcitrun,schfess,1.0
awcitrun,hineptunus,1.0
awcitrun,alehaleeee,1.0
awas_akunbodong,myownwrld__,1.0
awas_akunbodong,mabaalay,1.0
ayosemangat_,ambisfs,1.0
ayosemangat_,subschfess,1.0
ayosmgtt,schfess,1.0
ayraprpl,hvacrshonhjw,1.0
azwastuds,ulinnastudycrnr,1.0
azizahkho1,subschfess,1.0
azizahkho1,ambisfs,1.0
azibiasaaja,sbmptnfess,1.0
azaleyyaa,tubirfess,1.0
ayyo____,catty2802,1.0
ayyaafyu,convomf,1.0
ayy_only,ruanggalau_id,1.0
ayunalhusin17,tehijau__,1.0
ayukbang_,republikwakanda,1.0
ayukawaifu,kontoreuu,1.0
aysright_,zipyysev,1.0
ayraprpl,shlghtsun,1.0
ayraprpl,nanaja3mina_,1.0
ayraprpl,macarooooon5,1.0
awas_akunbodong,hynskch,1.0
avomilk3,paniijjekhyuk,1.0
asdfghaidar,subschfess,1.0
asterlastore,cxeetah,1.0
atikazahra3176,sahiluve,1.0
atikazahra3176,imanusman,1.0
atik94309075,treasureunionid,1.0
atheaana,sagukentang,1.0
asyaralanyar,sabdaps,1.0
asvsrvcrz,bertanyarl,1.0
astheroidss,koebisik,1.0
asliceofcheese2,sbmptnfess,1.0
avomilk3,novlinjesa,1.0
asheillette,schfess,1.0
asgilerieen,bertanyarl,1.0
asdfghjklhftt,xpapermint,1.0
asdfghjklhftt,loosealive,1.0
asdfghjklhftt,icecreamm_21,1.0
asdfghjklhftt,annrinnesia,1.0
asdfghjklbitjc,madgenfou,1.0
atikazahra3176,xxharuuu,1.0
atlantijs,subschfess,1.0
atlways,ambisfs,1.0
atomhidrogen1,97sthinqs,1.0
avomilk3,imanusman,1.0
avarialeh,mikacaackerman,1.0
aus_pop_culture,zenius_fox,1.0
auroraakim_,zkdlinkyu,1.0
aureliedomm,ariellassss,1.0
auraberta1,hayeeraf,1.0
auliasa44996530,sbmptnfess,1.0
audorebel,sabdaps,1.0
audorebel,fadeleesss,1.0
audorebel,bertanyarl,1.0
audorebel,__moonglade,1.0
audiiiee,sbmptnfess,1.0
atomhidrogen1,schfess,1.0
atomhidrogen1,avoucadoei,1.0
atomhidrogen1,aurellovee,1.0
fairybtale,schfess,1.0
fairyluvie,xxswr_,1.0
fairym3rs,n00teskuas,1.0
jcoodonut,subschfess,1.0
jeinneblackpink,food_fess,1.0
jeinneblackpink,collegemenfess,1.0
jeinneblackpink,areajulid,1.0
jehermione,smkfess,1.0
jeeejeeejee,sbmptnfess,1.0
jedayyae,ambisfs,1.0
jdsmee23,schfess,1.0
jbunhyeok,yeseoie,1.0
jaydicted,jowyichamp,1.0
jbean6600,ambisfs,1.0
jaywonns,jjwonpark,1.0
jaypiark,brlghte,1.0
jaynwonnie,schfess,1.0
jayeuzv,nanayoonaya,1.0
jaydicted,sellcoup0n,1.0
jaydicted,sell_coupons,1.0
jeinneblackpink,jenjenmandukie,1.0
jeinneblackpink,killuarti,1.0
jeinneblackpink,liaambis_xx,1.0
jeinneblackpink,literarybase,1.0
jenggalafana,teenagedimplezx,1.0
jendutk,harudtwo,1.0
jelllyybin_,nyawmiazks_,1.0
jelazkrana,galliardapaapa,1.0
jekeywin,sbmptnfess,1.0
jejuaaja,literally_pao,1.0
jejosephh,kiragoya,1.0
